left_to_pin_before,penalty,hole_no,shot_no,completed,putt,left_to_pin_after,par,yards,mp_name,usa_player1,usa_player2,eur_player1,eur_player2,mp_start_time,player_shot_name,shot_team,lie_after,lie_before
21816,FALSE,11,1,TRUE,FALSE,11232,5,606,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Fairway,Tee
11232,FALSE,11,2,TRUE,FALSE,1080,5,606,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Fairway,Fairway
1080,FALSE,11,3,TRUE,FALSE,36,5,606,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Green,Fairway
36,FALSE,11,4,TRUE,TRUE,1,5,606,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Hole,Green
19008,FALSE,12,1,TRUE,FALSE,7416,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Fairway Bunker,Tee
16272,FALSE,10,1,TRUE,FALSE,5832,4,452,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Fairway,Tee
11088,FALSE,11,3,TRUE,FALSE,3780,5,606,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Rough,Rough
3780,FALSE,11,4,TRUE,FALSE,588,5,606,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Green,Rough
312,FALSE,9,3,TRUE,TRUE,24,4,475,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Green,Green
24,FALSE,9,4,TRUE,TRUE,1,4,475,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Hole,Green
7416,FALSE,12,2,TRUE,FALSE,3528,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Rough,Fairway Bunker
588,FALSE,11,5,TRUE,TRUE,1,5,606,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,NA,Green
5832,FALSE,10,2,TRUE,FALSE,240,4,452,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Fairway
17100,FALSE,9,1,TRUE,FALSE,7920,4,475,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Fairway,Tee
7920,FALSE,9,2,TRUE,FALSE,360,4,475,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green Fringe,Fairway
360,FALSE,9,3,TRUE,FALSE,72,4,475,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Green Fringe
240,FALSE,10,3,TRUE,TRUE,12,4,452,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Green
21816,FALSE,11,1,TRUE,FALSE,10620,5,606,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Rough,Tee
10620,FALSE,11,2,TRUE,FALSE,396,5,606,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Green Fringe,Rough
16272,FALSE,10,1,TRUE,FALSE,3960,4,452,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Intermediate Rough,Tee
3960,FALSE,10,2,TRUE,FALSE,168,4,452,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Green,Intermediate Rough
19008,FALSE,12,1,TRUE,FALSE,7200,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Rough,Tee
7200,FALSE,12,2,TRUE,FALSE,5040,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Fairway,Rough
21816,FALSE,11,1,TRUE,FALSE,9864,5,606,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,J B Holmes,USA,Rough,Tee
168,FALSE,10,3,TRUE,TRUE,1,4,452,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Hole,Green
12,FALSE,12,5,TRUE,TRUE,1,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,NA,Green
16128,FALSE,14,1,TRUE,FALSE,6192,4,448,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Rough,Tee
19008,FALSE,12,1,TRUE,FALSE,7596,4,528,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Fairway,Tee
21816,FALSE,11,1,TRUE,FALSE,11556,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Fairway,Tee
7596,FALSE,12,2,TRUE,FALSE,540,4,528,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Green,Fairway
12,FALSE,10,4,TRUE,TRUE,1,4,452,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Hole,Green
396,FALSE,11,3,TRUE,FALSE,24,5,606,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Green,Green Fringe
24,FALSE,11,4,TRUE,TRUE,1,5,606,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,NA,Green
19008,FALSE,12,1,TRUE,FALSE,7560,4,528,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,J B Holmes,USA,Fairway,Tee
720,FALSE,13,2,TRUE,FALSE,108,3,248,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Green,Greenside Bunker
19008,FALSE,12,1,TRUE,FALSE,8244,4,528,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Fairway,Tee
7740,FALSE,13,1,TRUE,FALSE,60,3,248,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Green,Tee
8244,FALSE,12,2,TRUE,FALSE,612,4,528,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Fairway,Fairway
7740,FALSE,13,1,TRUE,FALSE,720,3,248,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Greenside Bunker,Tee
19008,FALSE,12,1,TRUE,FALSE,8316,4,528,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Fairway,Tee
5040,FALSE,12,3,TRUE,FALSE,180,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Green,Fairway
180,FALSE,12,4,TRUE,TRUE,12,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Green,Green
11556,FALSE,11,2,TRUE,FALSE,3600,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Fairway,Fairway
3600,FALSE,11,3,TRUE,FALSE,60,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Green,Fairway
21816,FALSE,11,1,TRUE,FALSE,10440,5,606,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Fairway,Tee
60,FALSE,11,4,TRUE,TRUE,1,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Hole,Green
11664,FALSE,11,2,TRUE,FALSE,4536,5,606,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Fairway,Fairway
21816,FALSE,11,1,TRUE,FALSE,12420,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Fairway,Tee
3528,FALSE,12,3,TRUE,FALSE,276,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Green,Rough
8316,FALSE,12,2,TRUE,FALSE,672,4,528,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green,Fairway
276,FALSE,12,4,TRUE,TRUE,1,4,528,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,NA,Green
12420,FALSE,11,2,TRUE,FALSE,3600,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Fairway,Fairway
60,FALSE,13,2,TRUE,TRUE,12,3,248,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Green,Green
12,FALSE,13,3,TRUE,TRUE,1,3,248,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,NA,Green
10440,FALSE,11,2,TRUE,FALSE,1116,5,606,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green Fringe,Fairway
1116,FALSE,11,3,TRUE,FALSE,24,5,606,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green,Green Fringe
16272,FALSE,10,1,TRUE,FALSE,5148,4,452,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Rough,Tee
5148,FALSE,10,2,TRUE,FALSE,144,4,452,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Green,Rough
144,FALSE,10,3,TRUE,TRUE,1,4,452,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Hole,Green
24,FALSE,11,4,TRUE,TRUE,1,5,606,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Hole,Green
6192,FALSE,14,2,TRUE,FALSE,720,4,448,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Rough,Rough
36,FALSE,11,5,TRUE,TRUE,1,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Hole,Green
540,FALSE,12,3,TRUE,TRUE,48,4,528,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Green,Green
48,FALSE,12,4,TRUE,TRUE,1,4,528,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Hole,Green
16128,FALSE,14,1,TRUE,FALSE,5976,4,448,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Fairway Bunker,Tee
5976,FALSE,14,2,TRUE,FALSE,228,4,448,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Green,Fairway Bunker
672,FALSE,12,3,TRUE,TRUE,36,4,528,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green,Green
36,FALSE,12,4,TRUE,TRUE,1,4,528,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,NA,Green
288,FALSE,13,2,TRUE,TRUE,84,3,248,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Green,Green
7740,FALSE,13,1,TRUE,FALSE,288,3,248,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Green,Tee
228,FALSE,14,3,TRUE,TRUE,36,4,448,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,Green,Green
16128,FALSE,14,1,TRUE,FALSE,6264,4,448,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Fairway,Tee
3600,FALSE,11,3,TRUE,FALSE,420,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Fairway
420,FALSE,11,4,TRUE,TRUE,36,5,606,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Green
84,FALSE,13,3,TRUE,TRUE,1,3,248,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Hole,Green
720,FALSE,14,3,TRUE,FALSE,12,4,448,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Jordan Spieth,USA,Green,Rough
6264,FALSE,14,2,TRUE,FALSE,300,4,448,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Green,Fairway
7740,FALSE,13,1,TRUE,FALSE,NA,3,248,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Water,Tee
16128,FALSE,14,1,TRUE,FALSE,4896,4,448,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Rough,Tee
NA,TRUE,13,2,TRUE,FALSE,360,3,248,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Rough,Water
360,FALSE,13,3,TRUE,FALSE,96,3,248,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green,Rough
96,FALSE,13,4,TRUE,TRUE,1,3,248,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,NA,Green
16272,FALSE,10,1,TRUE,FALSE,4896,4,452,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Rough,Tee
4896,FALSE,14,2,TRUE,FALSE,324,4,448,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green,Rough
7740,FALSE,13,1,TRUE,FALSE,348,3,248,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Green,Tee
7740,FALSE,13,1,TRUE,FALSE,480,3,248,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Tee
480,FALSE,13,2,TRUE,TRUE,84,3,248,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Green
4896,FALSE,10,2,TRUE,FALSE,156,4,452,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green,Rough
348,FALSE,13,2,TRUE,TRUE,24,3,248,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Green,Green
84,FALSE,13,3,TRUE,TRUE,1,3,248,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,NA,Green
24,FALSE,13,3,TRUE,TRUE,1,3,248,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,NA,Green
156,FALSE,10,3,TRUE,TRUE,24,4,452,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green,Green
24,FALSE,10,4,TRUE,TRUE,1,4,452,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,NA,Green
16128,FALSE,14,1,TRUE,FALSE,5184,4,448,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Fairway Bunker,Tee
72,FALSE,14,4,TRUE,TRUE,1,4,448,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,NA,Green
36,FALSE,14,4,TRUE,TRUE,1,4,448,Friday Fourballs Match 1,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-09-30 17:30:00,Patrick Reed,USA,NA,Green
19872,FALSE,16,1,TRUE,FALSE,8964,5,572,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Intermediate Rough,Tee
5184,FALSE,14,2,TRUE,FALSE,864,4,448,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Greenside Bunker,Fairway Bunker
864,FALSE,14,3,TRUE,FALSE,72,4,448,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brandt Snedeker,USA,Green,Greenside Bunker
324,FALSE,14,3,TRUE,TRUE,24,4,448,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,Green,Green
24,FALSE,14,4,TRUE,TRUE,1,4,448,Friday Fourballs Match 3,Brandt Snedeker,Brooks Koepka,Martin Kaymer,Danny Willett,2016-09-30 18:00:00,Brooks Koepka,USA,NA,Green
14580,FALSE,15,1,TRUE,FALSE,2808,4,405,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Fairway,Tee
72,FALSE,15,3,TRUE,TRUE,12,4,405,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Green
12,FALSE,15,4,TRUE,TRUE,1,4,405,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,NA,Green
2808,FALSE,15,2,TRUE,FALSE,36,4,405,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Green,Fairway
8892,FALSE,12,2,TRUE,FALSE,900,4,528,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Intermediate Rough,Fairway
7200,FALSE,16,2,TRUE,FALSE,NA,5,572,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Water,Fairway
312,FALSE,7,3,TRUE,TRUE,24,4,402,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Green,Green
14580,FALSE,15,1,TRUE,FALSE,3780,4,405,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Fairway,Tee
3780,FALSE,15,2,TRUE,FALSE,72,4,405,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Fairway
19008,FALSE,12,1,TRUE,FALSE,8892,4,528,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Fairway,Tee
444,FALSE,8,3,TRUE,TRUE,120,3,186,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,J B Holmes,USA,Green,Green
19008,FALSE,12,1,TRUE,FALSE,7596,4,528,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Intermediate Rough,Tee
10260,FALSE,16,2,TRUE,FALSE,396,5,572,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Fairway
19872,FALSE,16,1,TRUE,FALSE,8712,5,572,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,J B Holmes,USA,Rough,Tee
8964,FALSE,16,2,TRUE,FALSE,360,5,572,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Green Fringe,Intermediate Rough
8712,FALSE,16,2,TRUE,FALSE,2952,5,572,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,J B Holmes,USA,Fairway,Rough
19872,FALSE,16,1,TRUE,FALSE,7200,5,572,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Fairway,Tee
2952,FALSE,16,3,TRUE,FALSE,324,5,572,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,J B Holmes,USA,Green Fringe,Fairway
36,FALSE,15,3,TRUE,TRUE,1,4,405,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Dustin Johnson,USA,Hole,Green
900,FALSE,12,3,TRUE,FALSE,144,4,528,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Green,Intermediate Rough
144,FALSE,12,4,TRUE,TRUE,1,4,528,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Hole,Green
360,FALSE,16,3,TRUE,FALSE,120,5,572,Friday Fourballs Match 2,Ryan Moore,J B Holmes,Sergio Garcia,Rafa Cabrera Bello,2016-09-30 17:45:00,Ryan Moore,USA,Green,Green Fringe
19872,FALSE,16,1,TRUE,FALSE,10260,5,572,Friday Fourballs Match 4,Matt Kuchar,Dustin Johnson,Rory Mcilroy,Thomas Pieters,2016-09-30 18:15:00,Matt Kuchar,USA,Fairway,Tee
15912,FALSE,1,1,TRUE,FALSE,5652,4,442,Saturday Foursomes Match 1,Rickie Fowler,Phil Mickelson,Thomas Pieters,Rory Mcilroy,2016-10-01 12:35:00,Rickie Fowler,USA,Fairway Bunker,Tee
324,FALSE,1,3,TRUE,TRUE,1,4,442,Saturday Foursomes Match 1,Rickie Fowler,Phil Mickelson,Thomas Pieters,Rory Mcilroy,2016-10-01 12:35:00,Rickie Fowler,USA,Hole,Green
